typ;id;model_id;kod_kreskowy;numer_egzemplarza;stara_nazwa;nowa_nazwa;zmieniono;reguly;status_po;podejrzane_powody
EGZEMPLARZ_OPAKOWANIA;92;223;0100000000370;3;RACK Komputer produkcyjny DELL Precision 3440 SFF [03] 11/szt Waga: 17.8kg [3];RACK Komputer produkcyjny DELL Precision 3440 SFF [03] [3];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;224;224;;;RACK Komputer produkcyjny DELL Precision 3440 SFF [04] 11/szt;RACK Komputer produkcyjny DELL Precision 3440 SFF [04];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;190;224;0100000000371;4;RACK Komputer produkcyjny DELL Precision 3440 SFF [04] 11/szt Waga: 17.8kg [4];RACK Komputer produkcyjny DELL Precision 3440 SFF [04] [4];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;225;225;;;RACK Mac Studio M1 Max [01] 16/szt;RACK Mac Studio M1 Max [01];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;96;225;0100000000359;1;RACK Mac Studio M1 Max [01] 16/szt Waga: 17.1kg [1];RACK Mac Studio M1 Max [01] [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;226;226;;;RACK Mac Studio M1 Max [02] 16/szt;RACK Mac Studio M1 Max [02];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;87;226;0100000000360;2;RACK Mac Studio M1 Max [02] 16/szt Waga: 17.1kg [2];RACK Mac Studio M1 Max [02] [2];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;227;227;;;RACK Mac Studio M1 Max [03] 16/szt;RACK Mac Studio M1 Max [03];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;16;227;0100000000361;3;RACK Mac Studio M1 Max [03] 16/szt Waga: 17.1kg [3];RACK Mac Studio M1 Max [03] [3];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;228;228;;;RACK Mac Studio M1 Max [04] 16/szt;RACK Mac Studio M1 Max [04];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;479;228;0100000000362;4;RACK Mac Studio M1 Max [04] 16/szt Waga: 17.1kg [4];RACK Mac Studio M1 Max [04] [4];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;229;229;;;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1] 3/szt;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;39;229;0100000000196;1;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1] 3/szt Waga: 37.5kg [1];RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;230;230;;;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [2] 3/szt;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;481;230;0100000000199;2;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [2] 3/szt Waga: 37.5kg [2];RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;231;231;;;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA [1] 2/szt;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;77;231;0100000000217;1;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA [1] 2/szt Waga: 18.3kg [1];RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;232;232;;;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1] 4/szt;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;421;232;0100000000197;1;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1] 4/szt Waga: 37.5kg [1];RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;233;233;;;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2] 4/szt;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;367;233;0100000000198;2;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2] 4/szt Waga: 37.5kg [2];RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;234;234;;;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP [1] 3/szt;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;191;234;0100000000200;1;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP [1] 3/szt Waga: 77.2kg [1];RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;235;235;;;RACK SYVA (kable) [3/3] 0/szt;RACK SYVA (kable) [3/3];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;386;235;0100000000512;1;RACK SYVA (kable) [3/3] 0/szt Waga: 1.00kg [1];RACK SYVA (kable) [3/3] [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;236;236;;;RACK SYVA LOW+BASE [1/3] 4/szt;RACK SYVA LOW+BASE [1/3];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;110;236;0100000000510;1;RACK SYVA LOW+BASE [1/3] 4/szt Waga: 78.2kg [1];RACK SYVA LOW+BASE [1/3] [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;237;237;;;RACK mikser kamerowy + monitor [1] 2/szt;RACK mikser kamerowy + monitor [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;197;237;0100000000123;1;RACK mikser kamerowy + monitor [1] 2/szt Waga: 34.4kg [1];RACK mikser kamerowy + monitor [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;238;238;;;RACK spliter DMX + bramka artnet [1] 5/szt;RACK spliter DMX + bramka artnet [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;129;238;0100000000120;1;RACK spliter DMX + bramka artnet [1] 5/szt Waga: 19.7kg [1];RACK spliter DMX + bramka artnet [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;239;239;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [1] 18/szt;Rack 2x Mikrofon bezprzewodowy Shure SLXD [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;420;239;0100000000207;1;Rack 2x Mikrofon bezprzewodowy Shure SLXD [1] 18/szt Waga: 15.2kg [1];Rack 2x Mikrofon bezprzewodowy Shure SLXD [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;240;240;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [2] 18/szt;Rack 2x Mikrofon bezprzewodowy Shure SLXD [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;142;240;0100000000206;2;Rack 2x Mikrofon bezprzewodowy Shure SLXD [2] 18/szt Waga: 15.2kg [2];Rack 2x Mikrofon bezprzewodowy Shure SLXD [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;241;241;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [3] 18/szt;Rack 2x Mikrofon bezprzewodowy Shure SLXD [3];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;200;241;0100000000205;3;Rack 2x Mikrofon bezprzewodowy Shure SLXD [3] 18/szt Waga: 15.2kg [3];Rack 2x Mikrofon bezprzewodowy Shure SLXD [3];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;242;242;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [4] 18/szt;Rack 2x Mikrofon bezprzewodowy Shure SLXD [4];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;207;242;0100000000210;4;Rack 2x Mikrofon bezprzewodowy Shure SLXD [4] 18/szt Waga: 15.2kg [4];Rack 2x Mikrofon bezprzewodowy Shure SLXD [4];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;243;243;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [5] 18/szt;Rack 2x Mikrofon bezprzewodowy Shure SLXD [5];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;402;243;0100000000208;5;Rack 2x Mikrofon bezprzewodowy Shure SLXD [5] 18/szt Waga: 15.2kg [5];Rack 2x Mikrofon bezprzewodowy Shure SLXD [5];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;244;244;;;Rack 2x Mikrofon bezprzewodowy Shure SLXD [6] 18/szt;Rack 2x Mikrofon bezprzewodowy Shure SLXD [6];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;38;244;0100000000209;6;Rack 2x Mikrofon bezprzewodowy Shure SLXD [6] 18/szt Waga: 15.2kg [6];Rack 2x Mikrofon bezprzewodowy Shure SLXD [6];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;245;245;;;Rack 3x Radiotelefon Motorola [1] 15/szt;Rack 3x Radiotelefon Motorola [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;8;245;0100000000223;1;Rack 3x Radiotelefon Motorola [1] 15/szt Waga: 6.6kg [1];Rack 3x Radiotelefon Motorola [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;246;246;;;Rack 3x Radiotelefon Motorola [2] 15/szt;Rack 3x Radiotelefon Motorola [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;196;246;0100000000222;2;Rack 3x Radiotelefon Motorola [2] 15/szt Waga: 6.6kg [2];Rack 3x Radiotelefon Motorola [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;247;247;;;Rack 3x Radiotelefon Motorola [3] 15/szt;Rack 3x Radiotelefon Motorola [3];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;53;247;0100000000225;3;Rack 3x Radiotelefon Motorola [3] 15/szt Waga: 6.6kg [3];Rack 3x Radiotelefon Motorola [3];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;248;248;;;Rack 3x Radiotelefon Motorola [4] 15/szt;Rack 3x Radiotelefon Motorola [4];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;49;248;0100000000224;4;Rack 3x Radiotelefon Motorola [4] 15/szt Waga: 6.6kg [4];Rack 3x Radiotelefon Motorola [4];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;249;249;;;Rack 4x Mikrofon bezprzewodowy Sennheiser G3 EW100 [1] 18/szt;Rack 4x Mikrofon bezprzewodowy Sennheiser G3 EW100 [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;48;249;0100000000195;1;Rack 4x Mikrofon bezprzewodowy Sennheiser G3 EW100 [1] 18/szt Waga: 23.4kg [1];Rack 4x Mikrofon bezprzewodowy Sennheiser G3 EW100 [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;250;250;;;Rack 4x Mikrofon bezprzewodowy Sennheiser SL [1] 12/szt;Rack 4x Mikrofon bezprzewodowy Sennheiser SL [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;120;250;0100000000203;1;Rack 4x Mikrofon bezprzewodowy Sennheiser SL [1] 12/szt Waga: 20.8kg [1];Rack 4x Mikrofon bezprzewodowy Sennheiser SL [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;251;251;;;Rack 4x Mikrofon bezprzewodowy Sennheiser SL [2] 12/szt;Rack 4x Mikrofon bezprzewodowy Sennheiser SL [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;376;251;0100000000204;2;Rack 4x Mikrofon bezprzewodowy Sennheiser SL [2] 12/szt Waga: 20.8kg [2];Rack 4x Mikrofon bezprzewodowy Sennheiser SL [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;252;252;;;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [1] 12/szt;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;447;252;0100000000194;1;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [1] 12/szt Waga: 8.8kg [1];Rack 4x Mikrofon bezprzewodowy Sennheiser XS [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;253;253;;;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [2] 12/szt;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;381;253;0100000000193;2;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [2] 12/szt Waga: 8.8kg [2];Rack 4x Mikrofon bezprzewodowy Sennheiser XS [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;254;254;;;Rack 4x Mikrofon bezprzewodowy Shure BLX [1] 31/szt;Rack 4x Mikrofon bezprzewodowy Shure BLX [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;383;254;0100000000191;1;Rack 4x Mikrofon bezprzewodowy Shure BLX [1] 31/szt Waga: 18kg [1];Rack 4x Mikrofon bezprzewodowy Shure BLX [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;255;255;;;Rack 4x Mikrofon bezprzewodowy Shure BLX [2] 49/szt;Rack 4x Mikrofon bezprzewodowy Shure BLX [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;373;255;0100000000192;2;Rack 4x Mikrofon bezprzewodowy Shure BLX [2] 49/szt Waga: 38.4kg [2];Rack 4x Mikrofon bezprzewodowy Shure BLX [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;256;256;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [1] 48/szt;Rack 4x Mikrofon bezprzewodowy Shure QLXD [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;469;256;0100000000211;1;Rack 4x Mikrofon bezprzewodowy Shure QLXD [1] 48/szt Waga: 43.6kg [1];Rack 4x Mikrofon bezprzewodowy Shure QLXD [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;257;257;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [2] 48/szt;Rack 4x Mikrofon bezprzewodowy Shure QLXD [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;464;257;0100000000212;2;Rack 4x Mikrofon bezprzewodowy Shure QLXD [2] 48/szt Waga: 43.6kg [2];Rack 4x Mikrofon bezprzewodowy Shure QLXD [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;258;258;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [3] 48/szt;Rack 4x Mikrofon bezprzewodowy Shure QLXD [3];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;434;258;0100000000216;3;Rack 4x Mikrofon bezprzewodowy Shure QLXD [3] 48/szt Waga: 43.6kg [3];Rack 4x Mikrofon bezprzewodowy Shure QLXD [3];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;259;259;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [4] 48/szt;Rack 4x Mikrofon bezprzewodowy Shure QLXD [4];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;212;259;0100000000215;4;Rack 4x Mikrofon bezprzewodowy Shure QLXD [4] 48/szt Waga: 43.6kg [4];Rack 4x Mikrofon bezprzewodowy Shure QLXD [4];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;260;260;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [5] 48/szt;Rack 4x Mikrofon bezprzewodowy Shure QLXD [5];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;353;260;0100000000213;5;Rack 4x Mikrofon bezprzewodowy Shure QLXD [5] 48/szt Waga: 43.6kg [5];Rack 4x Mikrofon bezprzewodowy Shure QLXD [5];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;261;261;;;Rack 4x Mikrofon bezprzewodowy Shure QLXD [6] 45/szt;Rack 4x Mikrofon bezprzewodowy Shure QLXD [6];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;188;261;0100000000214;6;Rack 4x Mikrofon bezprzewodowy Shure QLXD [6] 45/szt Waga: 42.8kg [6];Rack 4x Mikrofon bezprzewodowy Shure QLXD [6];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;262;262;;;Rack MDG Atme [01] 5/szt;Rack MDG Atme [01];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;318;262;0100000000372;1;Rack MDG Atme [01] 5/szt Waga: 89.8kg [1];Rack MDG Atme [01] [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;263;263;;;"Rack Monitor dotykowy 98"" + statyw [01]";"Rack Monitor dotykowy 98"" + statyw [01]";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;109;263;0100000000373;1;"Rack Monitor dotykowy 98"" + statyw [01] 2/0szt Waga: 267kg [1]";"Rack Monitor dotykowy 98"" + statyw [01] [1]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;264;264;;;"Rack Monitor dotykowy 98"" + statyw [02]";"Rack Monitor dotykowy 98"" + statyw [02]";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;453;264;0100000000374;2;"Rack Monitor dotykowy 98"" + statyw [02] 2/0szt Waga: 267kg [2]";"Rack Monitor dotykowy 98"" + statyw [02] [2]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;265;265;;;Rack SYVA [2/3] 5/szt;Rack SYVA [2/3];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;105;265;0100000000511;1;Rack SYVA [2/3] 5/szt Waga: 44kg [1];Rack SYVA [2/3] [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;266;266;;;Rack mównica BIAŁA [1] 5/szt;Rack mównica BIAŁA [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;114;266;0100000000181;1;Rack mównica BIAŁA [1] 5/szt Waga: 70kg [1];Rack mównica BIAŁA [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;267;267;;;Rack mównica BIAŁA [2] 5/szt;Rack mównica BIAŁA [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;452;267;0100000000182;2;Rack mównica BIAŁA [2] 5/szt Waga: 70kg [2];Rack mównica BIAŁA [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;268;268;;;Rack mównica BIAŁA [3] 5/szt;Rack mównica BIAŁA [3];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;351;268;0100000000188;3;Rack mównica BIAŁA [3] 5/szt Waga: 70kg [3];Rack mównica BIAŁA [3];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;269;269;;;Rack mównica BIAŁA [4] 5/szt;Rack mównica BIAŁA [4];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;117;269;0100000000183;4;Rack mównica BIAŁA [4] 5/szt Waga: 70kg [4];Rack mównica BIAŁA [4];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;270;270;;;Rack mównica BIAŁA [5] 5/szt;Rack mównica BIAŁA [5];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;125;270;0100000000184;5;Rack mównica BIAŁA [5] 5/szt Waga: 70kg [5];Rack mównica BIAŁA [5];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;271;271;;;Rack mównica BIAŁA [6] 5/szt;Rack mównica BIAŁA [6];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;215;271;0100000000189;6;Rack mównica BIAŁA [6] 5/szt Waga: 70kg [6];Rack mównica BIAŁA [6];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;272;272;;;Rack mównica BIAŁA [7] 5/szt;Rack mównica BIAŁA [7];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;118;272;0100000000185;7;Rack mównica BIAŁA [7] 5/szt Waga: 70kg [7];Rack mównica BIAŁA [7];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;273;273;;;Rack mównica BIAŁA [8] 5/szt;Rack mównica BIAŁA [8];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;359;273;0100000000186;8;Rack mównica BIAŁA [8] 5/szt Waga: 70.4kg [8];Rack mównica BIAŁA [8];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;274;274;;;Rack mównica CZARNA [10] 5/szt;Rack mównica CZARNA [10];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;484;274;0100000000190;10;Rack mównica CZARNA [10] 5/szt Waga: 70kg [10];Rack mównica CZARNA [10];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;275;275;;;Rack mównica CZARNA [9] 5/szt;Rack mównica CZARNA [9];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;201;275;0100000000187;9;Rack mównica CZARNA [9] 5/szt Waga: 70kg [9];Rack mównica CZARNA [9];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;276;276;;;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 1);Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 1);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;467;276;0100000000111;;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 1) 2/2szt Waga: 1.5kg;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;277;277;;;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 2);Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 2);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;320;277;0100000000112;;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 2) 2/2szt Waga: 1.5kg;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 2);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;278;278;;;Stagebox Midas DL16 + Stagebox Behringer S16 [1] 2/szt;Stagebox Midas DL16 + Stagebox Behringer S16 [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;93;278;0100000000119;1;Stagebox Midas DL16 + Stagebox Behringer S16 [1] 2/szt Waga: 17.6kg [1];Stagebox Midas DL16 + Stagebox Behringer S16 [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;279;279;;;W-DMX (zestaw 1) 3/szt;W-DMX (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;58;279;0100000000508;1;W-DMX (zestaw 1) 3/szt Waga: 3.7kg [1];W-DMX (zestaw 1) [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;280;280;;;W-DMX (zestaw 2) 3/szt;W-DMX (zestaw 2);TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;370;280;0100000000509;2;W-DMX (zestaw 2) 3/szt Waga: 3.7kg [2];W-DMX (zestaw 2) [2];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;281;281;;;Walizka z mikrofonami [1] 7/szt;Walizka z mikrofonami [1];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;86;281;0100000000116;1;Walizka z mikrofonami [1] 7/szt Waga: 6.4kg [1];Walizka z mikrofonami [1];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;282;282;;;Walizka z mikrofonami [2] 6/szt;Walizka z mikrofonami [2];TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;56;282;0100000000117;2;Walizka z mikrofonami [2] 6/szt Waga: 6.8kg [2];Walizka z mikrofonami [2];TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;283;283;;;[1] 4x Zestaw słuchawkowy Intercom Vokkero;[1] 4x Zestaw słuchawkowy Intercom Vokkero;NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;47;283;0100000000232;1;[1] 4x Zestaw słuchawkowy Intercom Vokkero 4/4szt Waga: 15.2kg [1];[1] 4x Zestaw słuchawkowy Intercom Vokkero [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;284;284;;;[2] 4x Zestaw słuchawkowy Intercom Vokkero;[2] 4x Zestaw słuchawkowy Intercom Vokkero;NIE;;OK;
